survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,alive,alone,embarked_Q,embarked_S,fare_normalized,age_normalized
1,1,1,30.0,0,0,106.425,First,woman,False,yes,True,0,0,0.20772776566317125,0.37170143252073384
0,3,0,28.0,0,0,14.5,Third,man,True,no,True,0,1,0.028302115124416098,0.34656948982156316
1,1,1,22.0,0,2,49.5,First,woman,False,yes,False,0,0,0.09661756542473082,0.2711736617240512
1,1,1,36.0,0,2,71.0,First,woman,False,yes,False,0,1,0.13858277060920987,0.4470972606182458
0,3,1,9.0,4,2,31.275,Third,child,False,no,False,0,1,0.06104473451835265,0.10781603417944208
0,3,1,11.0,4,2,31.275,Third,child,False,no,False,0,1,0.06104473451835265,0.1329479768786127
1,2,0,32.0,1,0,26.0,Second,man,True,yes,False,0,1,0.050748620223090936,0.39683337521990447
0,1,0,50.0,1,0,106.425,First,man,True,no,False,0,0,0.20772776566317125,0.6230208595124404
0,1,0,64.0,0,0,26.0,First,man,True,no,True,0,1,0.050748620223090936,0.7989444584066349
1,2,1,19.0,1,0,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.2334757476752953
1,2,0,28.0,0,0,13.8625,Second,man,True,yes,True,0,0,0.02705779799394608,0.34656948982156316
0,3,0,33.0,1,1,20.525,Third,man,True,no,False,0,1,0.04006213192611313,0.4093993465694898
1,2,0,8.0,1,1,36.75,Second,child,False,yes,False,0,1,0.07173122281533045,0.09525006282985675
1,1,0,17.0,0,2,110.8833,First,man,True,yes,False,0,0,0.21642978772242535,0.20834380497612465
0,2,0,27.0,0,0,26.0,Second,man,True,no,True,0,1,0.050748620223090936,0.33400351847197784
0,3,0,28.0,0,0,7.8292,Third,man,True,no,True,1,0,0.015281580671177828,0.34656948982156316
1,3,0,22.0,0,0,7.225,Third,man,True,yes,True,0,0,0.014102260811993537,0.2711736617240512
1,3,1,22.0,0,0,7.775,Third,woman,False,yes,True,0,1,0.015175789316712771,0.2711736617240512
0,1,0,62.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.7738125157074642
1,1,1,48.0,1,0,39.6,First,woman,False,yes,False,0,0,0.07729405233978466,0.5978889168132697
0,1,0,28.0,0,0,227.525,First,man,True,no,True,0,0,0.4440992237022602,0.34656948982156316
1,1,1,39.0,1,1,79.65,First,woman,False,yes,False,0,1,0.1554664461834305,0.4847951746670017
1,3,1,36.0,1,0,17.4,Third,woman,False,yes,False,0,1,0.033962538149299316,0.4470972606182458
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
0,3,0,40.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.49736114601658704
0,2,0,28.0,0,0,13.5,Second,man,True,no,True,0,1,0.026350245115835676,0.34656948982156316
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
0,3,1,28.0,0,0,8.05,Third,woman,False,no,True,0,1,0.015712553569072387,0.34656948982156316
0,3,0,24.0,2,0,24.15,Third,man,True,no,False,0,1,0.04713766070721715,0.2963056044232219
0,3,0,19.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2334757476752953
0,3,1,29.0,0,4,21.075,Third,woman,False,no,False,0,1,0.04113566043083236,0.35913546117114853
0,3,0,28.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.34656948982156316
1,3,0,32.0,0,0,7.8542,Third,man,True,yes,True,0,1,0.015330377421392339,0.39683337521990447
1,2,0,62.0,0,0,10.5,Second,man,True,yes,True,0,1,0.020494635090094415,0.7738125157074642
1,1,1,53.0,2,0,51.4792,First,woman,False,yes,False,0,1,0.10048070654571319,0.6607187735611963
1,1,0,36.0,0,0,26.3875,First,man,True,yes,True,0,1,0.051504969851415845,0.4470972606182458
1,3,1,28.0,0,0,7.75,Third,woman,False,yes,True,1,0,0.015126992566498259,0.34656948982156316
0,3,0,16.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.19577783362653933
0,3,0,19.0,0,0,14.5,Third,man,True,no,True,0,1,0.028302115124416098,0.2334757476752953
1,2,1,34.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.4219653179190751
1,1,1,39.0,1,0,55.9,First,woman,False,yes,False,0,1,0.1091095334796455,0.4847951746670017
0,3,1,28.0,1,0,14.4583,Third,woman,False,no,False,0,0,0.028220722145058292,0.34656948982156316
1,3,0,32.0,0,0,7.925,Third,man,True,yes,True,0,1,0.015468569817999833,0.39683337521990447
1,2,1,25.0,1,1,30.0,Second,woman,False,yes,False,0,1,0.05855610025741262,0.3088715757728072
1,1,1,39.0,1,1,110.8833,First,woman,False,yes,False,0,0,0.21642978772242535,0.4847951746670017
0,2,0,54.0,0,0,26.0,Second,man,True,no,True,0,1,0.050748620223090936,0.6732847449107816
0,1,0,36.0,0,0,40.125,First,man,True,no,True,0,0,0.07831878409428937,0.4470972606182458
0,3,0,28.0,0,0,8.7125,Third,man,True,no,True,0,0,0.017005667449756914,0.34656948982156316
1,1,1,18.0,0,2,79.65,First,woman,False,yes,False,0,1,0.1554664461834305,0.22090977632571
0,2,0,47.0,0,0,15.0,Second,man,True,no,True,0,1,0.02927805012870631,0.5853229454636844
1,1,0,60.0,1,1,79.2,First,man,True,yes,False,0,0,0.15458810467956932,0.7486805730082936
0,3,0,22.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.2711736617240512
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
0,3,0,35.0,0,0,7.125,Third,man,True,no,True,0,1,0.013907073811135496,0.4345312892686604
1,1,1,52.0,1,0,78.2667,First,woman,False,yes,False,0,0,0.1527664244005612,0.648152802211611
0,3,0,47.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.5853229454636844
0,3,1,28.0,0,2,7.75,Third,woman,False,no,False,1,0,0.015126992566498259,0.34656948982156316
0,2,0,37.0,1,0,26.0,Second,man,True,no,False,0,1,0.050748620223090936,0.4596632319678311
0,3,0,36.0,1,1,24.15,Third,man,True,no,False,0,1,0.04713766070721715,0.4470972606182458
1,2,1,28.0,0,0,33.0,Second,woman,False,yes,True,0,1,0.06441171028315387,0.34656948982156316
0,3,0,49.0,0,0,0.0,Third,man,True,no,True,0,1,0.0,0.610454888162855
0,3,0,28.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.34656948982156316
1,1,0,49.0,1,0,56.9292,First,man,True,yes,False,0,0,0.11111839809247648,0.610454888162855
1,2,1,24.0,2,1,27.0,Second,woman,False,yes,False,0,1,0.05270049023167135,0.2963056044232219
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,1,0,28.0,0,0,42.4,First,man,True,no,True,0,1,0.08275928836380983,0.34656948982156316
0,3,0,44.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.5476250314149284
1,1,0,35.0,0,0,26.55,First,man,True,yes,True,0,0,0.051822148727810165,0.4345312892686604
0,3,0,36.0,1,0,15.55,Third,man,True,no,False,0,1,0.030351578633425542,0.4470972606182458
0,3,0,30.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.37170143252073384
1,1,0,27.0,0,0,30.5,First,man,True,yes,True,0,1,0.05953203526170282,0.33400351847197784
1,2,1,22.0,1,2,41.5792,Second,woman,False,yes,False,0,0,0.08115719346076702,0.2711736617240512
1,1,1,40.0,0,0,153.4625,First,woman,False,yes,True,0,1,0.2995388511917728,0.49736114601658704
0,3,1,39.0,1,5,31.275,Third,woman,False,no,False,0,1,0.06104473451835265,0.4847951746670017
0,3,0,28.0,0,0,7.05,Third,man,True,no,True,0,1,0.013760683560491965,0.34656948982156316
1,3,1,28.0,1,0,15.5,Third,woman,False,yes,False,1,0,0.030253985132996517,0.34656948982156316
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
0,3,0,35.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.4345312892686604
1,2,1,24.0,1,2,65.0,Second,woman,False,yes,False,0,1,0.12687155055772734,0.2963056044232219
0,3,0,34.0,1,1,14.4,Third,man,True,no,False,0,1,0.028106928123558056,0.4219653179190751
0,3,1,26.0,1,0,16.1,Third,woman,False,no,False,0,1,0.031425107138144774,0.32143754712239253
1,2,1,4.0,2,1,39.0,Second,child,False,yes,False,0,1,0.07612293033463641,0.04498617743151546
0,2,0,26.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.32143754712239253
0,3,0,27.0,1,0,14.4542,Third,man,True,no,False,0,0,0.028212719478023115,0.33400351847197784
1,1,0,42.0,1,0,52.5542,First,man,True,yes,False,0,1,0.10257896680493714,0.5224930887157577
1,3,0,20.0,1,1,15.7417,Third,man,True,yes,False,0,0,0.030725752114070404,0.24604171902488062
0,3,0,21.0,0,0,7.8542,Third,man,True,no,True,0,1,0.015330377421392339,0.2586076903744659
0,3,0,21.0,0,0,16.1,Third,man,True,no,True,0,1,0.031425107138144774,0.2586076903744659
0,1,0,61.0,0,0,32.3208,First,man,True,no,True,0,1,0.06308600017332605,0.7612465443578789
0,2,0,57.0,0,0,12.35,Second,man,True,no,True,1,0,0.024105594605968193,0.7109826589595376
1,1,1,21.0,0,0,77.9583,First,woman,False,yes,True,0,1,0.15216446768991498,0.2586076903744659
0,3,0,26.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.32143754712239253
0,3,0,28.0,0,0,7.7333,Third,man,True,no,True,1,0,0.015094396337354966,0.34656948982156316
1,1,0,80.0,0,0,30.0,First,man,True,yes,True,0,1,0.05855610025741262,1.0
0,3,0,51.0,0,0,7.0542,Third,man,True,no,True,0,1,0.013768881414528002,0.6355868308620256
1,1,0,32.0,0,0,30.5,First,man,True,yes,True,0,0,0.05953203526170282,0.39683337521990447
0,1,0,28.0,0,0,0.0,First,man,True,no,True,0,1,0.0,0.34656948982156316
0,3,1,9.0,3,2,27.9,Third,child,False,no,False,0,1,0.05445717323939373,0.10781603417944208
1,2,1,28.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.34656948982156316
0,3,0,32.0,0,0,7.925,Third,man,True,no,True,0,1,0.015468569817999833,0.39683337521990447
0,2,0,31.0,1,1,26.25,Second,man,True,no,False,0,1,0.05123658772523604,0.38426740387031916
0,3,1,41.0,0,5,39.6875,Third,woman,False,no,False,0,1,0.07746484096553544,0.5099271173661725
0,3,0,28.0,1,0,16.1,Third,man,True,no,False,0,1,0.031425107138144774,0.34656948982156316
0,3,0,20.0,0,0,7.8542,Third,man,True,no,True,0,1,0.015330377421392339,0.24604171902488062
1,1,1,24.0,0,0,69.3,First,woman,False,yes,True,0,0,0.13526459159462315,0.2963056044232219
0,3,1,2.0,3,2,27.9,Third,child,False,no,False,0,1,0.05445717323939373,0.01985423473234481
1,3,0,28.0,0,0,56.4958,Third,man,True,yes,True,0,1,0.11027245763075773,0.34656948982156316
1,3,1,0.75,2,1,19.2583,Third,child,False,yes,False,0,0,0.03758969818624431,0.0041467705453631576
1,1,0,48.0,1,0,76.7292,First,man,True,yes,False,0,0,0.1497654242623688,0.5978889168132697
0,3,0,19.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2334757476752953
1,1,0,56.0,0,0,35.5,First,man,True,yes,True,0,0,0.06929138530460494,0.6984166876099522
0,3,0,28.0,0,0,7.55,Third,man,True,no,True,0,1,0.014736618564782174,0.34656948982156316
1,3,1,23.0,0,0,7.55,Third,woman,False,yes,True,0,1,0.014736618564782174,0.2837396330736366
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
1,2,1,18.0,0,1,23.0,Second,woman,False,yes,False,0,1,0.044893010197349675,0.22090977632571
0,3,0,21.0,0,0,8.4333,Third,man,True,no,True,0,1,0.01646070534336126,0.2586076903744659
1,3,1,28.0,0,0,7.8292,Third,woman,False,yes,True,1,0,0.015281580671177828,0.34656948982156316
0,3,1,18.0,0,0,6.75,Third,woman,False,no,True,1,0,0.013175122557917838,0.22090977632571
0,2,0,24.0,2,0,73.5,Second,man,True,no,False,0,1,0.1434624456306609,0.2963056044232219
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,3,1,32.0,1,1,15.5,Third,woman,False,no,False,1,0,0.030253985132996517,0.39683337521990447
0,2,0,23.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.2837396330736366
0,1,0,58.0,0,2,113.275,First,man,True,no,False,0,0,0.22109807522194713,0.723548630309123
1,1,0,50.0,2,0,133.65,First,man,True,yes,False,0,1,0.2608674266467732,0.6230208595124404
0,3,0,40.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.49736114601658704
0,1,0,47.0,0,0,25.5875,First,man,True,no,True,0,1,0.04994347384455151,0.5853229454636844
0,3,0,36.0,0,0,7.4958,Third,man,True,no,True,0,1,0.014630827210317117,0.4470972606182458
1,3,0,20.0,1,0,7.925,Third,man,True,yes,False,0,1,0.015468569817999833,0.24604171902488062
0,2,0,32.0,2,0,73.5,Second,man,True,no,False,0,1,0.1434624456306609,0.39683337521990447
0,2,0,25.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.3088715757728072
0,3,0,28.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.34656948982156316
0,3,0,43.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.5350590600653431
1,1,1,28.0,1,0,52.0,First,woman,False,yes,False,0,1,0.10149724044618187,0.34656948982156316
1,2,1,40.0,1,1,39.0,Second,woman,False,yes,False,0,1,0.07612293033463641,0.49736114601658704
0,1,0,31.0,1,0,52.0,First,man,True,no,False,0,1,0.10149724044618187,0.38426740387031916
0,2,0,70.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.8743402865041467
1,2,0,31.0,0,0,13.0,Second,man,True,yes,True,0,1,0.025374310111545468,0.38426740387031916
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
0,3,0,18.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.22090977632571
0,3,0,24.5,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.30258859009801453
1,3,1,18.0,0,0,9.8417,Third,woman,False,yes,True,0,1,0.019209719063445922,0.22090977632571
0,3,1,43.0,1,6,46.9,Third,woman,False,no,False,0,1,0.09154270340242172,0.5350590600653431
1,1,0,36.0,0,1,512.3292,First,man,True,yes,False,0,0,1.0,0.4470972606182458
0,3,1,28.0,0,0,8.1375,Third,woman,False,no,True,1,0,0.01588334219482317,0.34656948982156316
1,1,0,27.0,0,0,76.7292,First,man,True,yes,True,0,0,0.1497654242623688,0.33400351847197784
0,3,0,20.0,0,0,9.225,Third,man,True,no,True,0,1,0.01800600082915438,0.24604171902488062
0,3,0,14.0,5,2,46.9,Third,child,False,no,False,0,1,0.09154270340242172,0.17064589092736868
0,2,0,60.0,1,1,39.0,Second,man,True,no,False,0,1,0.07612293033463641,0.7486805730082936
0,2,0,25.0,1,2,41.5792,Second,man,True,no,False,0,0,0.08115719346076702,0.3088715757728072
0,3,0,14.0,4,1,39.6875,Third,child,False,no,False,0,1,0.07746484096553544,0.17064589092736868
0,3,0,19.0,0,0,10.1708,Third,man,True,no,True,0,1,0.019852079483269742,0.2334757476752953
0,3,0,18.0,0,0,7.7958,Third,man,True,no,True,0,1,0.015216388212891242,0.22090977632571
1,1,1,15.0,0,1,211.3375,First,child,False,yes,False,0,1,0.41250332793836464,0.18321186227695402
1,1,0,31.0,1,0,57.0,First,man,True,yes,False,0,1,0.11125659048908397,0.38426740387031916
1,3,1,4.0,0,1,13.4167,Third,child,False,yes,False,0,0,0.026187654344120927,0.04498617743151546
1,3,0,28.0,0,0,56.4958,Third,man,True,yes,True,0,1,0.11027245763075773,0.34656948982156316
0,3,0,25.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.3088715757728072
0,1,0,60.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.7486805730082936
0,2,0,52.0,0,0,13.5,Second,man,True,no,True,0,1,0.026350245115835676,0.648152802211611
0,3,0,44.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.5476250314149284
1,3,1,28.0,0,0,7.7333,Third,woman,False,yes,True,1,0,0.015094396337354966,0.34656948982156316
0,1,0,49.0,1,1,110.8833,First,man,True,no,False,0,0,0.21642978772242535,0.610454888162855
0,3,0,42.0,0,0,7.65,Third,man,True,no,True,0,1,0.014931805565640218,0.5224930887157577
1,1,1,18.0,1,0,227.525,First,woman,False,yes,False,0,0,0.4440992237022602,0.22090977632571
1,1,0,35.0,0,0,26.2875,First,man,True,yes,True,0,1,0.05130978285055781,0.4345312892686604
0,3,1,18.0,0,1,14.4542,Third,woman,False,no,False,0,0,0.028212719478023115,0.22090977632571
0,3,0,25.0,0,0,7.7417,Third,man,True,no,True,1,0,0.015110792045427042,0.3088715757728072
0,3,0,26.0,1,0,7.8542,Third,man,True,no,False,0,1,0.015330377421392339,0.32143754712239253
0,2,0,39.0,0,0,26.0,Second,man,True,no,True,0,1,0.050748620223090936,0.4847951746670017
1,2,1,45.0,0,0,13.5,Second,woman,False,yes,True,0,1,0.026350245115835676,0.5601910027645137
1,1,0,42.0,0,0,26.2875,First,man,True,yes,True,0,1,0.05130978285055781,0.5224930887157577
1,1,1,22.0,0,0,151.55,First,woman,False,yes,True,0,1,0.29580589980036276,0.2711736617240512
1,3,0,28.0,1,1,15.2458,Third,man,True,yes,False,0,0,0.029757819776815374,0.34656948982156316
1,1,1,24.0,0,0,49.5042,First,woman,False,yes,True,0,0,0.09662576327876685,0.2963056044232219
0,1,0,28.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.34656948982156316
1,1,0,48.0,1,0,52.0,First,man,True,yes,False,0,1,0.10149724044618187,0.5978889168132697
0,3,0,29.0,0,0,9.4833,Third,man,True,no,True,0,1,0.018510168852370702,0.35913546117114853
0,2,0,52.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.648152802211611
0,3,0,19.0,0,0,7.65,Third,man,True,no,True,0,1,0.014931805565640218,0.2334757476752953
1,1,1,38.0,0,0,227.525,First,woman,False,yes,True,0,0,0.4440992237022602,0.4722292033174164
1,2,1,27.0,0,0,10.5,Second,woman,False,yes,True,0,1,0.020494635090094415,0.33400351847197784
0,3,0,28.0,0,0,15.5,Third,man,True,no,True,1,0,0.030253985132996517,0.34656948982156316
0,3,0,33.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.4093993465694898
1,2,1,6.0,0,1,33.0,Second,child,False,yes,False,0,1,0.06441171028315387,0.0701181201306861
0,3,0,17.0,1,0,7.0542,Third,man,True,no,False,0,1,0.013768881414528002,0.20834380497612465
0,2,0,34.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.4219653179190751
0,2,0,50.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.6230208595124404
1,1,0,27.0,1,0,53.1,First,man,True,yes,False,0,1,0.10364429745562033,0.33400351847197784
0,3,0,20.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.24604171902488062
1,2,1,30.0,3,0,21.0,Second,woman,False,yes,False,0,1,0.04098927018018883,0.37170143252073384
1,3,1,28.0,0,0,7.7375,Third,woman,False,yes,True,1,0,0.015102594191391004,0.34656948982156316
0,2,0,25.0,1,0,26.0,Second,man,True,no,False,0,1,0.050748620223090936,0.3088715757728072
0,3,1,25.0,1,0,7.925,Third,woman,False,no,False,0,1,0.015468569817999833,0.3088715757728072
1,1,1,29.0,0,0,211.3375,First,woman,False,yes,True,0,1,0.41250332793836464,0.35913546117114853
0,3,0,11.0,0,0,18.7875,Third,child,False,no,True,0,0,0.036670757786204655,0.1329479768786127
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
0,2,0,23.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.2837396330736366
0,2,0,23.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.2837396330736366
0,3,0,28.5,0,0,16.1,Third,man,True,no,True,0,1,0.031425107138144774,0.35285247549635584
0,3,1,48.0,1,3,34.375,Third,woman,False,no,False,0,1,0.06709553154495196,0.5978889168132697
1,1,0,35.0,0,0,512.3292,First,man,True,yes,True,0,0,1.0,0.4345312892686604
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
1,1,0,28.0,0,0,30.0,First,man,True,yes,True,0,1,0.05855610025741262,0.34656948982156316
0,1,0,36.0,1,0,78.85,First,man,True,no,False,0,1,0.15390495017656614,0.4470972606182458
1,1,1,21.0,2,2,262.375,First,woman,False,yes,False,0,0,0.5121218935012878,0.2586076903744659
0,3,0,24.0,1,0,16.1,Third,man,True,no,False,0,1,0.031425107138144774,0.2963056044232219
1,3,0,31.0,0,0,7.925,Third,man,True,yes,True,0,1,0.015468569817999833,0.38426740387031916
0,1,0,70.0,1,1,71.0,First,man,True,no,False,0,1,0.13858277060920987,0.8743402865041467
0,3,0,16.0,1,1,20.25,Third,man,True,no,False,0,1,0.03952536767375352,0.19577783362653933
1,2,1,30.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.37170143252073384
0,1,0,19.0,1,0,53.1,First,man,True,no,False,0,1,0.10364429745562033,0.2334757476752953
0,3,0,31.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.38426740387031916
1,2,1,4.0,1,1,23.0,Second,child,False,yes,False,0,1,0.044893010197349675,0.04498617743151546
1,3,0,6.0,0,1,12.475,Third,child,False,yes,False,0,1,0.024349578357040744,0.0701181201306861
0,3,0,33.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.4093993465694898
0,3,0,23.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2837396330736366
1,2,1,48.0,1,2,65.0,Second,woman,False,yes,False,0,1,0.12687155055772734,0.5978889168132697
1,2,0,0.67,1,1,14.5,Second,child,False,yes,False,0,1,0.028302115124416098,0.003141492837396331
0,3,0,28.0,0,0,7.7958,Third,man,True,no,True,0,1,0.015216388212891242,0.34656948982156316
0,2,0,18.0,0,0,11.5,Second,man,True,no,True,0,1,0.022446505098674838,0.22090977632571
0,3,0,34.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.4219653179190751
1,1,1,33.0,0,0,86.5,First,woman,False,yes,True,0,1,0.16883675574220638,0.4093993465694898
0,3,0,28.0,0,0,14.5,Third,man,True,no,True,0,1,0.028302115124416098,0.34656948982156316
0,3,0,41.0,0,0,7.125,Third,man,True,no,True,0,1,0.013907073811135496,0.5099271173661725
1,3,0,20.0,0,0,7.2292,Third,man,True,yes,True,0,0,0.014110458666029575,0.24604171902488062
1,1,1,36.0,1,2,120.0,First,woman,False,yes,False,0,1,0.23422440102965048,0.4470972606182458
0,3,0,16.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.19577783362653933
1,1,1,51.0,1,0,77.9583,First,woman,False,yes,False,0,1,0.15216446768991498,0.6355868308620256
0,1,0,28.0,0,0,39.6,First,man,True,no,True,0,0,0.07729405233978466,0.34656948982156316
0,3,1,30.5,0,0,7.75,Third,woman,False,no,True,1,0,0.015126992566498259,0.3779844181955265
0,3,0,28.0,1,0,24.15,Third,man,True,no,False,1,0,0.04713766070721715,0.34656948982156316
0,3,0,32.0,0,0,8.3625,Third,man,True,no,True,0,1,0.016322512946753766,0.39683337521990447
0,3,0,24.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.2963056044232219
0,3,0,48.0,0,0,7.8542,Third,man,True,no,True,0,1,0.015330377421392339,0.5978889168132697
0,2,1,57.0,0,0,10.5,Second,woman,False,no,True,0,1,0.020494635090094415,0.7109826589595376
0,3,0,28.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.34656948982156316
1,2,1,54.0,1,3,23.0,Second,woman,False,yes,False,0,1,0.044893010197349675,0.6732847449107816
0,3,0,18.0,0,0,7.75,Third,man,True,no,True,0,1,0.015126992566498259,0.22090977632571
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
1,3,1,5.0,0,0,12.475,Third,child,False,yes,True,0,1,0.024349578357040744,0.05755214878110078
0,3,0,28.0,0,0,7.7375,Third,man,True,no,True,1,0,0.015102594191391004,0.34656948982156316
1,1,1,43.0,0,1,211.3375,First,woman,False,yes,False,0,1,0.41250332793836464,0.5350590600653431
1,3,1,13.0,0,0,7.2292,Third,child,False,yes,True,0,0,0.014110458666029575,0.15807991957778336
1,1,1,17.0,1,0,57.0,First,woman,False,yes,False,0,1,0.11125659048908397,0.20834380497612465
0,1,0,29.0,0,0,30.0,First,man,True,no,True,0,1,0.05855610025741262,0.35913546117114853
0,3,0,28.0,1,2,23.45,Third,man,True,no,False,0,1,0.04577135170121086,0.34656948982156316
0,3,0,25.0,0,0,7.05,Third,man,True,no,True,0,1,0.013760683560491965,0.3088715757728072
0,3,0,25.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.3088715757728072
1,3,1,18.0,0,0,7.4958,Third,woman,False,yes,True,0,1,0.014630827210317117,0.22090977632571
0,3,0,8.0,4,1,29.125,Third,child,False,no,False,1,0,0.05684821399990475,0.09525006282985675
1,3,0,1.0,1,2,20.575,Third,child,False,yes,False,0,1,0.04015972542654215,0.007288263382759488
0,1,0,46.0,0,0,79.2,First,man,True,no,True,0,0,0.15458810467956932,0.5727569741140991
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
0,2,0,16.0,0,0,26.0,Second,man,True,no,True,0,1,0.050748620223090936,0.19577783362653933
0,3,1,28.0,8,2,69.55,Third,woman,False,no,False,0,1,0.13575255909676825,0.34656948982156316
0,1,0,28.0,0,0,30.6958,First,man,True,no,True,0,0,0.05991421140938287,0.34656948982156316
0,3,0,25.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.3088715757728072
0,2,0,39.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.4847951746670017
1,1,1,49.0,0,0,25.9292,First,woman,False,yes,True,0,1,0.050610427826483444,0.610454888162855
1,3,1,31.0,0,0,8.6833,Third,woman,False,yes,True,0,1,0.016948672845506364,0.38426740387031916
0,3,0,30.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.37170143252073384
0,3,1,30.0,1,1,24.15,Third,woman,False,no,False,0,1,0.04713766070721715,0.37170143252073384
0,2,0,34.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.4219653179190751
1,2,1,31.0,1,1,26.25,Second,woman,False,yes,False,0,1,0.05123658772523604,0.38426740387031916
1,1,0,11.0,1,2,120.0,First,child,False,yes,False,0,1,0.23422440102965048,0.1329479768786127
1,3,0,0.42,0,1,8.5167,Third,child,False,yes,False,0,0,0.016623491302076868,0.0
1,3,0,27.0,0,0,6.975,Third,man,True,yes,True,0,1,0.013614293309848433,0.33400351847197784
0,3,0,31.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.38426740387031916
0,1,0,39.0,0,0,0.0,First,man,True,no,True,0,1,0.0,0.4847951746670017
